Open,High,Low,Close,Adj_close,Volume,Date,Stock_Name
124.050003,124.370003,123.589996,124.059998,115.230423,1301500.0,2017-07-10T00:00:00,ACN
124.059998,124.099998,123.199997,123.849998,115.035378,1379800.0,2017-07-11T00:00:00,ACN
124.300003,125.480003,124.120003,125.470001,116.540077,2017900.0,2017-07-12T00:00:00,ACN
125.699997,126.349998,125.440002,125.730003,116.78157,1713700.0,2017-07-13T00:00:00,ACN
126.190002,126.959999,125.730003,126.699997,117.682541,1752900.0,2017-07-14T00:00:00,ACN
126.769997,127.050003,126.150002,126.419998,117.422447,2005600.0,2017-07-17T00:00:00,ACN
126.25,127.57,125.480003,127.370003,118.304848,1641400.0,2017-07-18T00:00:00,ACN
127.5,128.0,126.720001,127.779999,118.685661,2275300.0,2017-07-19T00:00:00,ACN
127.900002,128.759995,127.650002,128.539993,119.391579,1655300.0,2017-07-20T00:00:00,ACN
128.539993,128.960007,128.009995,128.850006,119.679527,1765400.0,2017-07-21T00:00:00,ACN
128.270004,128.5,127.589996,128.009995,118.899292,1763200.0,2017-07-24T00:00:00,ACN
128.25,129.309998,127.68,128.949997,119.772392,1600000.0,2017-07-25T00:00:00,ACN
129.0,129.610001,128.740005,129.509995,120.292542,1615300.0,2017-07-26T00:00:00,ACN
129.699997,129.699997,127.419998,128.160004,119.038628,2097000.0,2017-07-27T00:00:00,ACN
127.980003,128.529999,127.309998,128.399994,119.261543,1133900.0,2017-07-28T00:00:00,ACN
128.5,129.160004,128.190002,128.820007,119.651672,1584400.0,2017-07-31T00:00:00,ACN
129.100006,129.889999,128.949997,129.860001,120.617622,3465700.0,2017-08-01T00:00:00,ACN
129.699997,129.839996,128.529999,128.619995,119.465881,1318300.0,2017-08-02T00:00:00,ACN
129.220001,130.279999,127.989998,130.020004,120.766251,3559700.0,2017-08-03T00:00:00,ACN
130.059998,130.669998,129.539993,130.199997,120.933426,1283200.0,2017-08-04T00:00:00,ACN
129.830002,130.350006,129.380005,129.679993,120.450439,952900.0,2017-08-07T00:00:00,ACN
129.320007,129.889999,128.940002,129.130005,119.939583,1099500.0,2017-08-08T00:00:00,ACN
129.009995,129.779999,128.919998,129.619995,120.394707,1216900.0,2017-08-09T00:00:00,ACN
129.220001,129.779999,128.190002,128.240005,119.112946,1800900.0,2017-08-10T00:00:00,ACN
128.669998,128.710007,128.119995,128.199997,119.075783,1105500.0,2017-08-11T00:00:00,ACN
128.880005,129.869995,128.630005,129.690002,120.459724,1421600.0,2017-08-14T00:00:00,ACN
129.410004,129.800003,128.740005,129.380005,120.171783,1152500.0,2017-08-15T00:00:00,ACN
129.660004,130.490005,129.399994,130.029999,120.77552,1935500.0,2017-08-16T00:00:00,ACN
129.880005,130.029999,127.559998,127.589996,118.509171,1567200.0,2017-08-17T00:00:00,ACN
127.730003,128.289993,127.269997,127.440002,118.369858,1263500.0,2017-08-18T00:00:00,ACN
127.489998,128.309998,127.260002,128.169998,119.047913,1284500.0,2017-08-21T00:00:00,ACN
128.559998,129.470001,127.989998,129.309998,120.106781,959500.0,2017-08-22T00:00:00,ACN
128.679993,129.139999,128.279999,128.360001,119.224388,1543300.0,2017-08-23T00:00:00,ACN
128.589996,129.080002,128.270004,128.669998,119.512329,1099000.0,2017-08-24T00:00:00,ACN
129.320007,129.779999,129.179993,129.389999,120.181091,1252400.0,2017-08-25T00:00:00,ACN
129.710007,129.899994,129.020004,129.240005,120.041779,999900.0,2017-08-28T00:00:00,ACN
128.470001,129.990005,128.289993,129.660004,120.43187,1170800.0,2017-08-29T00:00:00,ACN
129.649994,129.960007,129.089996,129.789993,120.552612,1149100.0,2017-08-30T00:00:00,ACN
130.0,130.919998,129.830002,130.759995,121.45356,2003500.0,2017-08-31T00:00:00,ACN
130.949997,130.949997,129.869995,130.100006,120.840569,1528300.0,2017-09-01T00:00:00,ACN
130.100006,130.389999,129.100006,129.770004,120.534027,2442400.0,2017-09-05T00:00:00,ACN
130.210007,131.380005,130.050003,131.119995,121.787971,1549900.0,2017-09-06T00:00:00,ACN
131.5,134.830002,131.360001,134.240005,124.685928,2094800.0,2017-09-07T00:00:00,ACN
134.410004,134.970001,133.649994,133.720001,124.202896,2178800.0,2017-09-08T00:00:00,ACN
134.619995,136.259995,133.610001,136.229996,126.534233,1667200.0,2017-09-11T00:00:00,ACN
136.559998,136.949997,136.009995,136.220001,126.524979,1658800.0,2017-09-12T00:00:00,ACN
135.910004,136.169998,134.210007,134.779999,125.187477,3078600.0,2017-09-13T00:00:00,ACN
134.5,135.240005,134.0,134.860001,125.261772,3290500.0,2017-09-14T00:00:00,ACN
135.0,135.649994,134.039993,135.350006,125.716881,3713500.0,2017-09-15T00:00:00,ACN
135.490005,137.350006,135.490005,136.940002,127.193741,2496500.0,2017-09-18T00:00:00,ACN
137.0,137.789993,136.710007,136.710007,126.980125,2379600.0,2017-09-19T00:00:00,ACN
136.009995,138.149994,136.009995,138.009995,128.187576,1997700.0,2017-09-20T00:00:00,ACN
137.949997,138.119995,136.570007,136.660004,126.933655,2007000.0,2017-09-21T00:00:00,ACN
136.679993,138.0,136.5,137.899994,128.085403,1918500.0,2017-09-22T00:00:00,ACN
137.940002,138.270004,137.259995,138.160004,128.326889,2463200.0,2017-09-25T00:00:00,ACN
138.5,138.699997,136.75,136.839996,127.100838,2911500.0,2017-09-26T00:00:00,ACN
137.320007,137.539993,136.119995,136.639999,126.915085,3885500.0,2017-09-27T00:00:00,ACN
132.789993,137.679993,132.270004,136.320007,126.617874,4246400.0,2017-09-28T00:00:00,ACN
136.910004,137.570007,134.839996,135.070007,125.456825,3312000.0,2017-09-29T00:00:00,ACN
135.229996,135.839996,134.619995,135.440002,125.800476,2667500.0,2017-10-02T00:00:00,ACN
134.839996,135.970001,133.660004,134.25,124.695183,2534900.0,2017-10-03T00:00:00,ACN
134.520004,135.679993,134.460007,135.160004,125.540421,2193000.0,2017-10-04T00:00:00,ACN
135.5,136.369995,135.270004,136.220001,126.524979,1666100.0,2017-10-05T00:00:00,ACN
136.160004,136.970001,135.720001,136.25,126.552818,1275700.0,2017-10-06T00:00:00,ACN
136.25,137.0,136.029999,136.990005,127.240189,1012100.0,2017-10-09T00:00:00,ACN
137.0,138.0,136.850006,137.520004,127.732452,1804100.0,2017-10-10T00:00:00,ACN
137.190002,137.520004,136.410004,136.910004,127.165848,2648200.0,2017-10-11T00:00:00,ACN
136.979996,139.649994,136.139999,139.199997,129.292892,2872200.0,2017-10-12T00:00:00,ACN
139.580002,140.0,138.199997,139.199997,129.292892,1687200.0,2017-10-13T00:00:00,ACN
139.429993,139.570007,138.119995,139.089996,129.190689,1453100.0,2017-10-16T00:00:00,ACN
138.910004,139.279999,138.279999,138.649994,128.782043,1446700.0,2017-10-17T00:00:00,ACN
138.229996,138.630005,137.360001,137.419998,128.875793,1584800.0,2017-10-18T00:00:00,ACN
137.449997,138.669998,136.839996,138.619995,130.00119,1351700.0,2017-10-19T00:00:00,ACN
139.169998,139.5,138.509995,139.490005,130.817108,1368900.0,2017-10-20T00:00:00,ACN
139.75,140.169998,139.050003,139.330002,130.667068,1518200.0,2017-10-23T00:00:00,ACN
139.339996,139.429993,138.050003,138.910004,130.273178,1215000.0,2017-10-24T00:00:00,ACN
139.0,141.240005,138.660004,141.160004,132.383286,2354700.0,2017-10-25T00:00:00,ACN
141.580002,142.910004,141.339996,141.970001,133.142899,1965500.0,2017-10-26T00:00:00,ACN
142.639999,143.610001,141.990005,143.279999,134.37146,2367600.0,2017-10-27T00:00:00,ACN
143.389999,143.779999,142.130005,143.289993,134.380844,2145000.0,2017-10-30T00:00:00,ACN
143.179993,143.289993,142.160004,142.360001,133.508698,2255300.0,2017-10-31T00:00:00,ACN
142.259995,143.190002,141.470001,142.960007,134.071365,2060100.0,2017-11-01T00:00:00,ACN
142.5,143.779999,141.929993,143.429993,134.512131,1585200.0,2017-11-02T00:00:00,ACN
143.429993,144.690002,143.100006,144.039993,135.084183,1336000.0,2017-11-03T00:00:00,ACN
143.119995,144.210007,142.289993,143.929993,134.981003,1488700.0,2017-11-06T00:00:00,ACN
144.479996,144.479996,142.940002,143.5,134.577805,1284400.0,2017-11-07T00:00:00,ACN
143.759995,145.0,143.0,144.889999,135.881378,1208300.0,2017-11-08T00:00:00,ACN
144.610001,144.729996,142.970001,143.830002,134.887283,1288500.0,2017-11-09T00:00:00,ACN
143.520004,144.070007,142.699997,143.889999,134.943542,922500.0,2017-11-10T00:00:00,ACN
143.610001,144.279999,143.160004,143.919998,134.971664,1456200.0,2017-11-13T00:00:00,ACN
143.410004,145.5,142.770004,144.960007,135.947006,1811900.0,2017-11-14T00:00:00,ACN
144.410004,145.0,143.679993,144.259995,135.290527,1792800.0,2017-11-15T00:00:00,ACN
144.960007,147.279999,144.600006,147.039993,137.897736,2040100.0,2017-11-16T00:00:00,ACN
146.389999,146.789993,144.75,145.449997,136.406555,2557100.0,2017-11-17T00:00:00,ACN
145.369995,146.850006,144.880005,146.570007,137.456894,1602600.0,2017-11-20T00:00:00,ACN
147.0,148.470001,146.410004,148.009995,138.807358,1732000.0,2017-11-21T00:00:00,ACN
147.850006,148.320007,147.029999,147.110001,137.963287,1263700.0,2017-11-22T00:00:00,ACN
148.169998,148.169998,146.800003,147.630005,138.451035,601800.0,2017-11-24T00:00:00,ACN
148.0,148.100006,147.429993,147.5,138.329102,1352100.0,2017-11-27T00:00:00,ACN
148.009995,148.490005,146.649994,148.039993,138.83548,1925900.0,2017-11-28T00:00:00,ACN
148.559998,148.559998,145.229996,146.949997,137.813263,1973000.0,2017-11-29T00:00:00,ACN
147.0,148.600006,146.800003,148.009995,138.807358,2837100.0,2017-11-30T00:00:00,ACN
147.699997,148.360001,145.75,146.570007,137.456894,1971600.0,2017-12-01T00:00:00,ACN
147.5,147.970001,146.080002,147.149994,138.000809,2099800.0,2017-12-04T00:00:00,ACN
147.240005,148.479996,146.789993,147.669998,138.488525,1398900.0,2017-12-05T00:00:00,ACN
147.979996,148.479996,147.270004,148.270004,139.051208,1363400.0,2017-12-06T00:00:00,ACN
148.0,148.660004,147.240005,148.600006,139.360672,1526400.0,2017-12-07T00:00:00,ACN
149.100006,150.589996,148.720001,150.529999,141.170654,1736000.0,2017-12-08T00:00:00,ACN
150.550003,151.139999,150.130005,150.690002,141.320755,1983300.0,2017-12-11T00:00:00,ACN
150.610001,152.800003,149.960007,152.100006,142.643051,2317900.0,2017-12-12T00:00:00,ACN
151.809998,152.75,150.410004,151.419998,142.005341,1596800.0,2017-12-13T00:00:00,ACN
