Open,High,Low,Close,Adj_close,Volume,Date,Stock_Name
42.830002,43.48,42.77,43.240002,37.434845,5631900.0,2017-07-10T00:00:00,COP
43.25,43.66,42.919998,43.349998,37.530056,5782600.0,2017-07-11T00:00:00,COP
43.82,44.0,42.93,43.240002,37.434845,7907900.0,2017-07-12T00:00:00,COP
43.220001,43.470001,42.900002,43.25,37.443489,7014100.0,2017-07-13T00:00:00,COP
43.32,43.779999,43.27,43.450001,37.616642,5467300.0,2017-07-14T00:00:00,COP
43.310001,43.52,43.09,43.189999,37.391533,7014700.0,2017-07-17T00:00:00,COP
43.450001,43.450001,42.799999,43.07,37.287651,6834800.0,2017-07-18T00:00:00,COP
42.950001,43.75,42.939999,43.66,37.79845,8823000.0,2017-07-19T00:00:00,COP
43.779999,43.830002,43.099998,43.23,37.65472,7663000.0,2017-07-20T00:00:00,COP
42.959999,43.16,42.57,42.650002,37.149529,6480600.0,2017-07-21T00:00:00,COP
42.73,42.959999,42.540001,42.610001,37.114685,6094100.0,2017-07-24T00:00:00,COP
43.349998,43.959999,43.23,43.650002,38.020557,8641100.0,2017-07-25T00:00:00,COP
43.91,44.380001,43.580002,43.700001,38.064114,7124500.0,2017-07-26T00:00:00,COP
44.34,44.66,43.82,44.66,38.900291,9803100.0,2017-07-27T00:00:00,COP
44.73,45.939999,44.619999,45.259998,39.422924,10794900.0,2017-07-28T00:00:00,COP
45.330002,45.869999,45.200001,45.369999,39.518723,8368400.0,2017-07-31T00:00:00,COP
45.330002,45.330002,44.619999,44.75,38.978699,6685100.0,2017-08-01T00:00:00,COP
44.389999,45.630001,44.27,45.610001,39.727787,9562300.0,2017-08-02T00:00:00,COP
45.639999,45.950001,44.68,44.91,39.118057,9204100.0,2017-08-03T00:00:00,COP
44.939999,45.59,44.860001,45.560001,39.684231,6105600.0,2017-08-04T00:00:00,COP
45.27,45.48,44.830002,45.169998,39.344524,6370200.0,2017-08-07T00:00:00,COP
45.150002,46.110001,45.0,45.630001,39.745209,8032000.0,2017-08-08T00:00:00,COP
45.790001,46.0,45.369999,45.650002,39.762623,7451100.0,2017-08-09T00:00:00,COP
45.68,45.950001,44.93,44.970001,39.170315,6441400.0,2017-08-10T00:00:00,COP
44.959999,45.380001,44.669998,44.790001,39.013531,4206900.0,2017-08-11T00:00:00,COP
44.799999,45.09,44.400002,44.540001,38.795776,5063100.0,2017-08-14T00:00:00,COP
44.439999,44.700001,44.049999,44.5,38.760929,8179300.0,2017-08-15T00:00:00,COP
44.59,44.66,43.509998,43.689999,38.055393,5795800.0,2017-08-16T00:00:00,COP
43.5,43.860001,42.959999,43.0,37.454391,6422500.0,2017-08-17T00:00:00,COP
42.959999,43.560001,42.509998,43.110001,37.550198,7310400.0,2017-08-18T00:00:00,COP
42.900002,42.939999,42.27,42.5,37.018867,5709600.0,2017-08-21T00:00:00,COP
42.639999,43.360001,42.619999,43.189999,37.619884,5850200.0,2017-08-22T00:00:00,COP
42.950001,43.950001,42.830002,43.689999,38.055393,5240900.0,2017-08-23T00:00:00,COP
43.52,43.560001,43.080002,43.299999,37.715694,4370000.0,2017-08-24T00:00:00,COP
43.490002,44.110001,43.360001,43.580002,37.959579,5393800.0,2017-08-25T00:00:00,COP
43.599998,43.630001,42.700001,43.049999,37.497936,4593400.0,2017-08-28T00:00:00,COP
42.720001,42.990002,42.43,42.849998,37.32373,4592900.0,2017-08-29T00:00:00,COP
42.630001,43.5,42.419998,43.41,37.811516,6846900.0,2017-08-30T00:00:00,COP
43.779999,44.150002,43.52,43.66,38.029274,7660100.0,2017-08-31T00:00:00,COP
43.759998,44.389999,43.48,44.240002,38.534466,4808800.0,2017-09-01T00:00:00,COP
44.490002,44.709999,44.110001,44.389999,38.665127,5438800.0,2017-09-05T00:00:00,COP
44.75,45.349998,44.73,45.060001,39.248726,5939300.0,2017-09-06T00:00:00,COP
44.900002,45.189999,44.470001,45.110001,39.292263,5184700.0,2017-09-07T00:00:00,COP
45.0,45.0,44.099998,44.470001,38.734806,4147400.0,2017-09-08T00:00:00,COP
44.66,45.290001,44.5,44.93,39.135468,4809400.0,2017-09-11T00:00:00,COP
45.029999,45.290001,44.790001,44.93,39.135468,5189000.0,2017-09-12T00:00:00,COP
45.040001,45.790001,45.0,45.560001,39.684231,6178600.0,2017-09-13T00:00:00,COP
45.740002,46.360001,45.650002,45.830002,39.919415,6573400.0,2017-09-14T00:00:00,COP
45.830002,46.509998,45.779999,46.509998,40.511711,11895000.0,2017-09-15T00:00:00,COP
46.200001,47.23,46.169998,47.09,41.016918,6988900.0,2017-09-18T00:00:00,COP
